[00:00:00] 大家好,我是小骏
[00:27:41] 其实你看他们其中两个Founder
[00:27:44] 一个是CEO Dario
[00:27:46] 还有一个手艺科学家Jerry Kaplan
[00:27:48] 他们俩是物理学家出身
[00:27:50] 其实他们对AI的理解
[00:27:51] 更多是从一个物理观察的角度出发的
[00:27:54] 他也没想着创造新的什么Transformer架构
[00:27:57] 但就是会把Transformer这个架构
[00:27:59] Skill的比较好
[00:28:00] 其实是像物理学家一样
[00:28:02] 洞察了这个AI的规律
[00:28:04] 找到了Data Efficiency
[00:28:06] 架构的Efficiency
[00:28:07] 工程的Efficiency对吧
[00:28:09] 好像也没有像OpenAI一样有执念
[00:28:11] 非得做下一个方式
[00:28:12] 就是踏踏实实执行的比较好
[00:28:14] 好像也没有绝对的各种Secret
[00:28:17] 别人不知道的
[00:28:18] 但好像就是把工程把细节做的比较好
[00:28:21] 产品团队其实很多还是工程师和Researcher
[00:28:28] 其实是比较像早年姑姑的文化的
[00:28:31] 你说他们没什么Secret
[00:28:34] 但他们其实是防泄密
[00:28:36] 然后做信息保护做最严的一家
[00:28:38] 微股模型公司对不
[00:28:40] 我觉得是他们的文化吧
[00:28:42] 就是内部很透明
[00:28:43] 然后防止信息外泄
[00:28:46] 可能一旦出现信息泄漏
[00:28:49] 可能就开除了
[00:28:50] 或者很严格的
[00:28:51] 大家也都比较尊重这个事
[00:28:53] 所以你看大家对AnswerPick的了解还是比较少的
[00:28:57] 那你觉得因为AnswerPick
[00:29:00] 它其实有一两年的时间窗口
[00:29:02] 因为直到去年都只有一部分人看懂了Coding
[00:29:05] 今年似乎所有人都开始
[00:29:07] all in了
[00:29:08] 你觉得它在Coding上的护城河高吗
[00:29:11] 有多高呢
[00:29:12] 以及现在市场对于AnswerPick是不是高估了
[00:29:15] 因为他们产品线或者revenue是高度集中在Coding
[00:29:20] 或者agent tech
[00:29:21] 可能maybe百分之七八十的revenue都来自于这块
[00:29:25] 我觉得就看这件事的难度系数吧
[00:29:28] 未来竞争肯定还是非常激烈的
[00:29:30] 但我感觉也主要是头上的三四加吧
[00:29:34] AnswerPick还是有危机感的吧
[00:29:36] 如果就是现有方式不动
[00:29:38] 就是往前skill
[00:29:40] 可能他们还是有信心保持一定的优势的
[00:29:43] 但技术变化总是很快的
[00:29:45] 这个大家又很担心OpenAI搞出一个惊天动地的新的东西
[00:29:50] 我自己的判断是OpenAI和Google最终都是能追上来的
[00:29:55] 如果你说风险的话
[00:29:57] 我觉得算力可能是一个
[00:29:59] 之前包括他们自己内部可能也没有预估过去一个季度需求的爆发吧
[00:30:05] 所以算力规划也保守了
[00:30:07] 我感觉今年实现1000亿美金的AR
[00:30:10] 最大的bottleneck可能就是算力
[00:30:13] 我估计可能后面要到处扫货各种GPU吧
[00:30:17] 然后AnswerPick我觉得有一个比较有意思的是
[00:30:22] 它定位的是高价格带的用户群
[00:30:26] 它的定价是很高的
[00:30:27] 一直也没有降价
[00:30:29] 其实OpenAI以前是不敢把模型做的很大的
[00:30:32] 因为它的用户量太大了
[00:30:33] 很多人不付费
[00:30:34] 但是呢
[00:30:35] 你要是去定位一个高价格带的用户呢
[00:30:38] 那我就给我很大的模型
[00:30:40] 有最好的效果
[00:30:41] 我就最高的定价
[00:30:43] 也有好的margin
[00:30:44] 所以它是做了一个塔尖的
[00:30:46] 金字塔塔尖的一个市场
[00:30:48] 所以就看它未来能不能守得住这个市场了
[00:30:51] 这个很有趣
[00:30:52] 对
[00:30:53] 所以总结来讲
[00:30:54] 我觉得AnswerPick更像是战略的一个胜利
[00:30:57] 或者产品专注的胜利
[00:30:59] 或者文化呀
[00:31:00] 我觉得这几个隐形要素是比较重要的
[00:31:03] 我觉得不然
[00:31:04] 他们不可能从落后的一个位置杀出来了
[00:31:07] 不然早就挂掉了
[00:31:08] 你讲到AnswerPick它做的是塔尖用户
[00:31:11] 那OpenAI现在也开始重注coding
[00:31:14] 它现在没有办法掉头了呀
[00:31:16] 因为它已经成为一个大DAU的产品
[00:31:18] 那它应该怎么做它的战略和定位呢
[00:31:21] 我get到的sense就是
[00:31:24] OpenAI也要把coding放到最高约定级
[00:31:27] 其实GPT5.4的coding能力
[00:31:29] 最近社区反馈是非常好的
[00:31:31] 甚至不弱
[00:31:33] 但agentic能力还是弱一些
[00:31:38] 我的感觉是它的coding能力已经上来了
[00:31:41] 其实agentic能力上来有可能也是时间问题吧
[00:31:44] 所以最后就看那个塔尖的市场
[00:31:47] 是不是能守得住吧
[00:31:49] 我觉得不好说
[00:31:51] 如果它做得很强的话
[00:31:53] 那你还能不能只做那个高端市场
[00:31:56] 我是感觉OpenAI的人才密度资源能力其实也是不差的
[00:32:02] 只是过去战略不太聚焦
[00:32:04] 或者没有意识到coding如此重要
[00:32:07] Entropy在商业况上现在除了coding还有其他的吗
[00:32:10] 我觉得就是把agentic做好吧
[00:32:13] 也把agent的产品
[00:32:15] 一方的agent的产品做好
[00:32:17] 其实最终的目的就是用agent
[00:32:19] 用AI去automate整个globalGDP
[00:32:23] 那如果从long term来看
[00:32:25] 我觉得OpenAI也好
[00:32:27] Entropy也好
[00:32:28] Google也好
[00:32:29] 最终最终都是奔向一个事儿叫
[00:32:31] 有一个自动化的AI researcher
[00:32:33] 或者AI scientist
[00:32:34] 帮你去做很多基础科研的一个研究探索
[00:32:38] 因为我们知道OpenAI有上市计划吗
[00:32:40] Entropy今年有上市计划吗
[00:32:42] 有可能十月份十一月份吧
[00:32:44] 我估计年底是不是都会上市
[00:32:46] 它不都上市了
[00:32:47] 会对于这些公司人来说会有什么影响吗
[00:32:52] 你说那个内部员工吗
[00:32:55] 还是什么
[00:32:56] 内部员工
[00:32:57] 这都有钱了
[00:32:59] 我觉得
[00:33:00] 我的research朋友们都是很担心自己的工作的
[00:33:04] 我过去一个季度最大感受是
[00:33:07] 最牛逼的AI researcher都担心自己一到两年后没有工作了
[00:33:12] 可能自己未来一到两年可能是仅有的一个工作的窗口吧
[00:33:18] 因为后面AI可以automate整个AI research了
[00:33:22] 自动化的研究的workflow
[00:33:24] 有可能是未来一两年是最关键的
[00:33:29] 也可能是未来的工作和赚一些钱的窗口了吧
[00:33:33] 这么悲观吗
[00:33:35] 那以上是硅谷育三家的第一家Entropy
[00:33:39] 接下来我们来聊聊我们这个最熟悉的OpenAI吧
[00:33:43] 对OpenAI
[00:33:45] 我觉得上一期播客其实聊了很多好的地方对吧
[00:33:48] C端遥遥领先对吧
[00:33:50] 九个多亿的周活
[00:33:51] 但最近比较flat
[00:33:52] 没怎么涨
[00:33:53] 五六千万的付费用户
[00:33:55] 过去立了过两次饭食上心
[00:33:57] 下一次大概
[00:33:58] 大概立了两次饭食上心
[00:33:59] 大概也是OpenAI能力的
[00:34:01] 它的新的模型SPAR应该很快发了吧
[00:34:03] 大概也是很强的
[00:34:04] 还是一个待机上的一个提升
[00:34:06] 反正综合的实力和人才密度都还是挺强的
[00:34:10] 也比较重视research
[00:34:12] research其实在内部也比较像一等公民吧
[00:34:15] 但现在问题是什么呢
[00:34:17] ChadGPT C端看着赢了
[00:34:20] 但发现coding比Chadbot要大很多
[00:34:23] 可能大10倍到100倍
[00:34:25] 所以这是一个最大问题
[00:34:28] 我想问问OpenAI是什么时候意识到coding很重要开始加码的
[00:34:33] 我猜也就两三个月之前吧
[00:34:36] 因为之前还忙着跟Google Gemini去抢C端的流量呢
[00:34:40] 去抢DAO去做增长
[00:34:43] 其实你看Meta来了那个Fiji做商业化对吧
[00:34:47] 我感觉它还是像互联网的老人
[00:34:49] 其实你发现那个并不重要
[00:34:52] 其实是对coding有严重的战略误判了
[00:34:55] 包括Google我感觉也被带沟里了
[00:34:57] 其实大家对coding都有战略误判
[00:34:59] 其实不应该再用互联网思维
[00:35:01] 用DAO这些思维再去看这些东西了
[00:35:03] 我看Fiji已经被调了
[00:35:05] 我估计可能是不是背锅去了
[00:35:07] 这个战略决定跟最近Sora被关掉会有关系吗
[00:35:13] 因为我觉得它可能意识到了coding才是主线
[00:35:16] 多摩泰不是那应该更加的战略聚焦
[00:35:19] 我觉得肯定有关系吧
[00:35:21] 因为GPU太有限了嘛
[00:35:22] 其实多摩泰还挺好卡的
[00:35:24] 其实你说Sora发出来之后
[00:35:26] 那么多人即便你模型做好了
[00:35:29] 那么多人去创作
[00:35:30] 这个对欧巴有什么好处呢
[00:35:32] 反正也没什么好处
[00:35:33] 所以在AI时代DAU不重要
[00:35:36] 不知道
[00:35:37] 我觉得这个是开放答案
[00:35:39] 有可能重要
[00:35:41] 有可能只有塔尖的token usage更重要
[00:35:46] 因为绝大多数人的智力没有模型高了
[00:35:50] 那我不知道人类在整个社会中的价值
[00:35:54] 是不是最重要了
[00:35:56] 就是发生了变化
[00:35:58] 那人类价值发生了变化谁给AI买单呢
[00:36:01] 那塔尖的用户创造了更多东西
[00:36:04] 你比如说脑科学材料新的药物
[00:36:09] 治疗人类所有疾病
[00:36:10] 好像又会有生产力的提升嘛
[00:36:13] 那通过税收来调整进入福利社会
[00:36:17] 但是这个对美国肯定是挑战很大的
[00:36:22] 因为美国是一个中产社会
[00:36:24] 一个多亿的中产
[00:36:25] 对吧
[00:36:26] 程序员
[00:36:27] 律师
[00:36:28] 医生
[00:36:29] 中介
[00:36:30] Banker
[00:36:31] 其实我是感觉可能很多人在未来一两年就是没有工作
[00:36:36] 这个肯定会带来社会的贫富差距拉大
[00:36:41] 矛盾的激化
[00:36:43] 你说SAM最近有两次被袭击
[00:36:47] 我感觉有可能未来这种事情会越来越多
[00:36:49] 肯定会有这种情况
[00:36:50] 你有没有觉得有一个现象是
[00:36:52] 在美国对于AI的情况上
[00:36:54] 对于AI的情绪更悲观
[00:36:56] 在中国更乐观
[00:36:58] 我觉得在硅谷的话是很乐观的吧
[00:37:02] 但有可能这里面重要的一个点是
[00:37:06] 技术变化太快
[00:37:07] 进步太快
[00:37:08] 每个人都没有安全感
[00:37:10] 每个公司都没有安全感
[00:37:12] 甚至说大家都担心自己未来一两年两三年以后工作都没了
[00:37:16] 所以有点那种末日论的感觉
[00:37:19] 但是我是感觉AI终究会带来繁荣
[00:37:23] 但是这里面可能会有一个痛苦的窗口
[00:37:26] 因为人类没做好准备
[00:37:28] AI过去一个季度的智商的进步
[00:37:31] 可能比人类过去两百年智商的进步要快
[00:37:35] 那我们没做好准备怎么驾驭好这个
[00:37:38] 因为很多的工作还是过去的范式
[00:37:42] 所以这个错位有可能是比较痛苦的
[00:37:45] 刚才我们说了Anthropic和OpenAI
[00:37:48] 那你觉得目前Cold Code和Codex
[00:37:51] 它的市占率分别是多少
[00:37:53] 我看Sam在推特上宣布了
[00:37:56] Codex有个300万的活跃用户
[00:37:59] 应该是周活跃对吧
[00:38:00] 那Cloud Code我猜可能1500到2000万
[00:38:04] 我估计可能是一个7比3的关系
[00:38:08] 猜测
[00:38:09] 我没有准确数字
[00:38:10] 我只是猜测
[00:38:11] 你看意识到Coding非常重要的还有一家公司Cursor
[00:38:15] 但是我们到现在都没有提起来
[00:38:17] 模型公司现在都把Coding当作主线去卷
[00:38:20] 那像Cursor这样的应用公司
[00:38:22] 虽然他们也自己开始训练模型了
[00:38:24] 那你觉得这个公司后面怎么办
[00:38:26] 你看好吗
[00:38:27] 如果最强的模型公司不把Mesos跟Spar的最强模型API开放出来
[00:38:35] 而是优先通过产品通过agent或者cowork的方式提供出来
[00:38:40] 优先弄好自己的产品和生态
[00:38:42] 那Cursor用不了最强的模型怎么办呢
[00:38:45] 因为Cursor的本质还是吃到了模型公司技术溢出的红利
[00:38:50] 那如果模型公司选择Bitcoin
[00:38:52] 不溢出了
[00:38:54] 那好像也合理
[00:38:55] 就像自己接住嘛
[00:38:57] 除非有一种情况是开源的模型或者自己trade的模型
[00:39:01] 也跟Frontier差不多了
[00:39:03] 但今天肯定还是有一个gap
[00:39:05] 所以我感觉Cursor最好的是卖给微软
[00:39:09] 做开发者可能还是比较好的
[00:39:12] 或者卖给Mask
[00:39:16] 对
[00:39:17] 所以Cursor-OpenCloud
[00:39:20] 它的本质可能是一样的
[00:39:22] 都是吃了模型公司技术溢出的红利
[00:39:25] 但是它是阶段性的
[00:39:27] 大家都有窗口
[00:39:29] 有的人可以借助窗口变成一个伟大公司
[00:39:32] 但有的窗口终归是阶段性窗口吧
[00:39:36] 就是壳公司好像还是阶段性的窗口
[00:39:40] 不一定
[00:39:41] 有的壳可能是有价值的
[00:39:43] 如果未来有新的交互了
[00:39:46] 用户的context都在了
[00:39:47] 我觉得是存在窗口的机遇的
[00:39:51] 只是说模型公司作为大哥
[00:39:53] 他也想吃掉这块肉
[00:39:55] 就看谁的速度快了
[00:39:57] 今天问题是模型公司的速度好像比创业公司速度更快
[00:40:02] 它自闭华了吗
[00:40:04] 对
[00:40:05] 那说回OpenAI
[00:40:06] 你对OpenAI的前景
[00:40:08] 现在是觉得更乐观还是更悲观
[00:40:11] 如果这几家模型公司都交替着往前走
[00:40:14] 未来比拼的关键是什么呢
[00:40:16] 我对全球领先的三四家
[00:40:18] 甚至三五家模型都很乐观
[00:40:20] 我觉得未来这些模型公司都非常重要
[00:40:23] 现在市场对OpenAI的叙事是比较悲观的
[00:40:27] 我是没有那么悲观的
[00:40:29] 我觉得有50%的概率
[00:40:31] 整个AGI最终的winner
[00:40:33] 可能还是OpenAI
[00:40:35] 因为在这个时代
[00:40:37] 今天胜利的秘籍可能就是下个时代的毒药
[00:40:41] OpenAI在拆GPT过于成功
[00:40:44] 让他们专注2C
[00:40:45] 而忽视了coding
[00:40:47] 因为要重视那个inference的成本
[00:40:50] 所以模型一直没有做很大
[00:40:51] 那今天Anthropic的成功呢
[00:40:53] 更多还是渐进式积累的
[00:40:55] 把细节做好
[00:40:56] 我觉得更多是执行的胜利
[00:40:57] 专注或者组织的一个胜利
[00:40:59] 但有可能并不一定能抵御住OpenAI下一个泛世纪的突破
[00:41:04] 因为OpenAI它有一种文化是自下而上的
[00:41:06] 就放开你去自由的探索
[00:41:08] 因为今天coding能力很强了
[00:41:10] 可能一两个人就能干出来
[00:41:12] 一件惊天动地的大事
[00:41:14] 有可能未来决定胜局的
[00:41:16] 可能就是一两个人
[00:41:17] 有可能
[00:41:18] 就是OpenAI的这种
[00:41:20] 文化下是有可能
[00:41:22] 搞出惊天动地的新泛世的
[00:41:26] 所以今天你看着有的优势
[00:41:28] 都不见得是优势了
[00:41:30] 我觉得未来今年一年
[00:41:32] 年内格局是定不下来的
[00:41:34] 过去三年格局都没稳定过
[00:41:36] 只是持续的淘汰赛
[00:41:37] 今天又是巡回赛
[00:41:38] 可能还得打一年
[00:41:43] 就是以前所谓的壁垒
[00:41:45] 是防冷兵器的对吧
[00:41:47] 但今天是各种现代化武器
[00:41:50] 就开始自我迭代
[00:41:52] 我是感觉以前讨论的那些壁垒
[00:41:54] 不知道
[00:41:55] 规模效应
[00:41:56] 数据飞轮
[00:41:57] 网络效应
[00:41:58] 可能都不知道
[00:41:59] 有可能未来有未来的这些东西吧
[00:42:01] 你觉得OpenAI有什么做的不好的地方吗
[00:42:03] 你刚才也说的
[00:42:04] 你批评一下它
[00:42:06] 我觉得还是有不少做的不好的地方的
[00:42:09] 我觉得这个可能也是值得借鉴
[00:42:12] 或引以为戒的吧
[00:42:14] 我觉得最大的可能就不够聚焦吧
[00:42:16] 因为SAM它还是一个VC出身
[00:42:18] 容易摊大饼对吧
[00:42:19] 就什么都想要
[00:42:20] 也比较容易FOMO
[00:42:22] 其实它文化也是自下而上的
[00:42:25] 反正自下而上这个呢
[00:42:27] 分硬币的两面
[00:42:28] 有好有坏
[00:42:29] 你比如说多摩泰
[00:42:31] 比如SORRER
[00:42:32] 其实以前应该是一个支线
[00:42:34] 但团队都在努力的推
[00:42:36] 说很重要对吧
[00:42:37] 去找SAM要卡
[00:42:39] 那SAM还是会allocate很多资源
[00:42:41] 给到SORRER团队
[00:42:42] 其实就很像VC去allocate的capital嘛
[00:42:46] 其实没啥拒绝
[00:42:48] 有可能这是SAM它不是技术出身的原因吧
[00:42:51] 可能团队要那就给了
[00:42:53] 想做的项目可能也很多
[00:42:55] 另外一个点
[00:42:57] 我感觉他们文化上是特别value这种0到1的突破
[00:43:01] 但是没有那么value1到100的突破
[00:43:04] 那这种文化引导下呢
[00:43:05] 就会导致很多人抑过很强
[00:43:07] 就没有人做脏活累活苦活
[00:43:09] 所有人都想去做突破性的工作
[00:43:11] 所以就没有人踏踏实实的搞数据
[00:43:13] 清理数据
[00:43:14] 做好产品运营对吧
[00:43:15] 包括你看ChatGP这个产品很成功
[00:43:18] 但是感觉又没有灵魂
[00:43:20] 你都不知道ChatGP这个产品经理是谁
[00:43:24] 是SAM还是谁
[00:43:27] 对
[00:43:28] 所以我是感觉
[00:43:29] 没有灵魂
[00:43:30] 对
[00:43:31] 它更多是一个技术模型很牛逼
[00:43:34] 比如说ChatGP很成功
[00:43:37] 规模这么大
[00:43:38] 但是总感觉产品做好
[00:43:40] 那你交给字节这种文化下
[00:43:42] 做ChatGP这种产品
[00:43:44] 我感觉肯定是做得更成功的
[00:43:46] 说回来
[00:43:47] OpenAI可能最大的战略误判还是
[00:43:49] 整个预训练和coding
[00:43:51] 这两个没做好
[00:43:52] 这两个还是最根本的
[00:43:54] 因为之前它是有很强的领先优势的
[00:43:57] 可能领先一年两年
[00:43:59] 因为SAM不是技术出身
[00:44:01] 可能对技术路线或者
[00:44:03] 做哪些技术决策
[00:44:05] 可能还是不如
[00:44:07] 这种技术出身的人
[00:44:08] 更果断
[00:44:10] 其实你刚才说ChatGP没有灵魂
[00:44:12] 我在想会不会今天的产品
[00:44:14] 其实不需要人赋予它灵魂
[00:44:15] 因为本质是AI强
[00:44:16] 就是你要一个产品经理去
[00:44:18] 赋予它的灵魂
[00:44:19] maybe是一种ego
[00:44:21] 我觉得有可能最后只拼GPU了
[00:44:23] 因为最后大家都能卖过那个基点
[00:44:25] 可能全球三五家五六家
[00:44:27] 都能卖过AI的基点
[00:44:29] 有可能就是拼GPU了
[00:44:31] 因为AI自己成长的比人快
[00:44:34] 已经自动化了AI的research整个process
[00:44:38] 有可能研究员插不上手了
[00:44:41] 刚才我问你今天的
[00:44:43] Anthropic被高估了
[00:44:45] 那么今天的OpenAI被低估了吗
[00:44:49] 我觉得阶段性被低估了
[00:44:51] 因为最本质的还是模型的进步
[00:44:54] OpenAI这个文化这个组织
[00:44:56] 我觉得还是能继续推出来
[00:44:58] Solta Model
[00:45:00] 我判断OpenAI的coding和agent的能力
[00:45:02] 大概率还是能追上Anthropic
[00:45:05] 因为最近战略大转向
[00:45:07] 我觉得也是个好事
[00:45:09] 然后我觉得更多是两个公司的文化
[00:45:12] OpenAI一直想做爱因斯坦
[00:45:14] Anthropic就是把整个白领工作给automate
[00:45:18] OpenAI想跨过coding
[00:45:20] 以前没那么重视coding
[00:45:21] 想直接去做爱因斯坦
[00:45:23] 但是你发现这条路很难
[00:45:24] 而且没那么实用
[00:45:26] 因为Anthropic做的很实用
[00:45:29] 实战特别好
[00:45:30] 所以revenue爆发也快
[00:45:32] 有可能让他们获取更多资源
[00:45:34] 加速整个AGI
[00:45:35] 有可能是一个特别务实的路线
[00:45:38] 但OpenAI今天也意识到
[00:45:40] 这条路线很重要
[00:45:41] 所以也掉转墙头
[00:45:43] 也要把这条路做好
[00:45:46] 所以我的判断是
[00:45:48] OpenAI也不会掉队
[00:45:50] 可能跟Anthropic还是齐头并进
[00:45:53] Google肯定也能上来
[00:45:55] 所以取决于coding的难度系数
[00:45:58] 所以我是感觉今年的格局肯定还是定不下来
[00:46:01] 还是你追我敢交替领先力
[00:46:03] OpenAI马上就要发新模型了
[00:46:07] 对于即将要发布的模型
[00:46:09] 你有哪些观察和预测吗
[00:46:11] 我觉得是真正意义上的GP5吧
[00:46:13] 之前GP5跳票太多了
[00:46:16] 之前的5.1 5.2到5.4
[00:46:19] 可能更多还是GP4 level的model吧
[00:46:22] 我觉得Spark有可能是真正意义上的GP5
[00:46:25] 待机上的提升吧
[00:46:26] 这是一个预期吧
[00:46:28] 第二个有可能他们在Sway
[00:46:31] 就是软件开发
[00:46:32] 软件工程有可能
[00:46:34] 还是没有Anthropic强
[00:46:36] 但是其他地方可能都会大幅的提升
[00:46:38] 因为Anthropic在coding
[00:46:40] 在软件工程是优化特别多的
[00:46:43] 但是长期来看
[00:46:45] agent的能力我觉得都是能上来的
[00:46:47] 第三就是我感觉chat和code
[00:46:50] 那个all in one的产品可能是对的策略吧
[00:46:54] 但Spark更多是一个新的平台嘛
[00:46:57] 未来可能每个月都有新的model出来
[00:47:01] 在这个平台上持续迭代
[00:47:03] 有可能会迭代很久
[00:47:05] 我觉得最后可能还是比拼算力了
[00:47:07] OpenAI的算力可能比Anthropic要多很多
[00:47:10] 那取决于后面的迭代速度了
[00:47:13] 接下来我们来聊聊硅谷育三家的最后一家
[00:47:16] 巨头Google的Gemini
[00:47:18] 对
[00:47:19] 我感觉Gemini 3.0当时是被高估了
[00:47:22] 其实benchmark刷得很高
[00:47:24] 其实你看C端其实没有持续增长
[00:47:26] 用户也不太买单
[00:47:28] Gemini看起来很好
[00:47:29] 但实际体验用起来也没那么好
[00:47:33] 我感觉benchmark有点过度优化了
[00:47:37] 产品能力不行
[00:47:38] 其实你看Gemini 3.0连PC的桌面版
[00:47:42] 今天都还没有
[00:47:43] 然后他们更多还是一个工程师
[00:47:45] 或者技术驱动的文化
[00:47:47] 其实PM这个文化好像也没有那么强
[00:47:51] 或者没那么强是吧
[00:47:52] 其实你看Gemini 3.0当时热度很高
[00:47:55] 感觉像Google王者归来
[00:47:58] 除了让Google的股价翻倍了
[00:48:00] 证明不是AI的loser了
[00:48:02] 其他好像也没捞到太多好处吧
[00:48:05] 3.1好像也没有真的大的突破
[00:48:09] 我觉得反而让他们
[00:48:11] 沉浸于Gemini 3.0的成功喜悦之下
[00:48:16] 严重误判了coding的重要性
[00:48:18] 这个可能还是一个失误吧
[00:48:21] 然后但我听说最近coding也上到了公司最高月限级
[00:48:24] 但其实已经晚了三四个月了
[00:48:27] 才意识到coding的重要性
[00:48:30] 其实有时候火一个模型
[00:48:32] 其实没啥
[00:48:34] 还是要持续的deliver牛逼的模型
[00:48:36] 可能更重要吧
[00:48:37] 其实Gemini之前战略上更重视
[00:48:40] C端和多摩泰
[00:48:42] 其实忽视了coding的
[00:48:43] 因为2526年可能是C端格局最关键的两年窗口
[00:48:48] 因为你错过了C端
[00:48:49] 有可能未来也搬不回来了
[00:48:51] 所以就忙着跟Chad HP争C端
[00:48:54] 反而给了AnswerPick在coding一个非常好的黄金窗口
[00:48:58] AnswerPick过去也抓住了
[00:49:00] 但其实有可能这个时候Google应该降低在多摩泰的投入
[00:49:04] 优先把coding补回来吧
[00:49:06] 如果你coding落后三个月以后
[00:49:09] 可能就落后一年
[00:49:10] 因为它会放大
[00:49:11] 我觉得主要还是组织问题吧
[00:49:13] Google的组织文化可能也跟Open这两个更像
[00:49:17] 就是说它是一个自下而上的文化
[00:49:19] 每个人可能都有自己想做的
[00:49:22] 有重要的人
[00:49:23] Signature的人占住位置
[00:49:25] 有些东西可能也不容易被加上去
[00:49:27] 反正我感觉Gemini的印度人比例越来越多了
[00:49:34] 我也不知道这是一个好的信号还是一个坏的信号
[00:49:37] 反正我觉得长期来讲
[00:49:39] Google还是叫最领先的追随者
[00:49:43] 资源和布局上没啥短板
[00:49:46] 战略上只要跟随AnswerPick和Open就还可以
[00:49:50] 我觉得掉队的可能性是很低的
[00:49:52] 但短期好像还是需要调整的
[00:49:55] 短期我觉得可能也拿不出太多牛逼的东西
[00:49:58] 拉长看总是能追上去的
[00:50:00] 我觉得拉长看Google可能是最稳的
[00:50:03] 因为算力是最足的
[00:50:05] 先进流是最足的
[00:50:07] 其实Google的worst case就是
[00:50:09] TPU都可以变成另外一个英伟达
[00:50:12] 然后反正虽然他们有politics
[00:50:16] 各种组织移动缓慢各种问题
[00:50:19] 但是你看这个公司已经到第三代职业经理人了
[00:50:24] 这个挺厉害的
[00:50:25] 其实很少有科技公司能到第三代职业经理人
[00:50:28] 而且运行的很好
[00:50:29] 它更像是一个机器或者体系化的运转了
[00:50:32] 甚至说你可以任意换掉一两个两三个人
[00:50:36] 好像对这个机器
[00:50:38] 都没啥太大的影响
[00:50:40] 而且他们优势有很多
[00:50:42] 有操作系统有Google workspace
[00:50:45] 对吧
[00:50:46] 然后对
[00:50:48] 你刚才说了一个点很有意思
[00:50:50] 你说八一代非常厉害的模型
[00:50:53] 没啥用
[00:50:54] 要持续的deliver模型
[00:50:56] 那这种持续性你觉得是有什么带来的呀
[00:50:59] 第一你每年要几百亿美金的投入
[00:51:02] 第二你管理层
[00:51:04] Founder的魄力
[00:51:05] 认知
[00:51:08] 第三你要有牛逼的团队
[00:51:10] 其实我感觉持续deliver牛逼的模型
[00:51:14] 是对所有科技公司的一个大考
[00:51:17] 其实这个考验是巨大的
[00:51:20] 有没有公司每年能投几百亿美金
[00:51:23] 连投三到五年
[00:51:25] 管理层是不是有这个认知
[00:51:27] 有没有这么多人才的吸引力
[00:51:29] 号召力
[00:51:30] 而且要对的团队
[00:51:31] 而且要有战略的bet
[00:51:33] 今天只有一个模型都不够了
[00:51:34] 而且要跟产品策略结合
[00:51:36] 所有人去做coding
[00:51:38] 你也不能全部都只follow
[00:51:41] 那你肯定也站不到前面
[00:51:43] 肯定要有自己的bet
[00:51:44] 对吧
[00:51:45] 在callback你之前说的一句话
[00:51:48] 就是你说你提到onthropic的时候
[00:51:50] 说当所有人觉得RL强化学习好的时候
[00:51:54] 他们也没有把强化学习当成神
[00:51:56] 也没有去做所谓的reasoning model
[00:51:59] 而是选择bet了coding
[00:52:01] 这成就了onthropic今天的地位呀
[00:52:03] 那同样今天当所有人都在追赶coding
[00:52:05] 我们是不是能够跳过这一幕去直接bet下一步
[00:52:10] 你觉得还成立吗
[00:52:11] 既然coding都做慢了
[00:52:12] 那跳过它可不可以呢
[00:52:14] 我觉得没必要跳过
[00:52:15] 它可能还是一个基础能力
[00:52:17] 除非有一种可能就是
[00:52:19] C端这个个人助理
[00:52:21] 未来可能真的非常重要
[00:52:23] C端可能跟这个高价值任务是融合的
[00:52:25] 也有可能coding和agentic这种高价值任务的能力
[00:52:29] 最后大家都能追上来
[00:52:31] 但你掌握了C端的分发可能还是很重要
[00:52:34] 除非说你说你去做数学
[00:52:36] 但数学能表达的东西比较有限
[00:52:38] 或者你去做世界模型
[00:52:40] 但世界模型今天还没有proven
[00:52:42] 包括你做下一代范式
[00:52:44] 但下一代范式呢
[00:52:46] 这几个frontier lab都投入很大
[00:52:48] 有可能是在巨人的肩膀上实现的
[00:52:51] 我不知道跳过去做啥
[00:52:53] 就是好像
[00:52:55] 今天这个大惊慌也挖出来了
[00:52:57] 从chatbot第一幕
[00:52:59] 到coding agent第二幕
[00:53:01] 到第三幕就是
[00:53:03] 一个automated AI researcher
[00:53:06] 好像这三幕
[00:53:08] 就是主线
[00:53:10] 你跳出去是不是就偏离主线了
[00:53:12] 那现在来总结一下上面这些硅谷玉三家吧
[00:53:17] 对
[00:53:19] 我觉得硅谷玉三家过去三年
[00:53:21] 有时候你觉得open爱无敌
[00:53:23] 三四个月前又觉得gemini王者归来
[00:53:27] 今天是unsurprick春风得意
[00:53:29] 我是感觉每个公司都有自己的窗口吧
[00:53:31] 个领风骚一百天
[00:53:33] 还是会交替领先
[00:53:35] 以这三家的人才资源和组织
[00:53:38] 我感觉都不太会轻易掉队
[00:53:41] 短期是被低估了
[00:53:42] 你就买谁的股票就可以
[00:53:44] 因为这些公司年底都IPO了
[00:53:47] 有可能未来就是
[00:53:49] 他们IPO以后
[00:53:51] 投资者会卖其他的所有科技公司
[00:53:54] 去买模型公司
[00:53:56] 模型公司可能就是未来
[00:53:58] 科技投资的主线
