[00:00:00] 大家好,我是小骏
[00:36:41] 这种言出法
[00:36:42] 所以我们每个人
[00:36:44] 都在当老板
[00:36:44] 所以如果说回来
[00:36:45] 就是说我们其实并不意外
[00:36:47] 我们一直都很看好
[00:36:48] AI对生产力的提升
[00:36:49] 我们一直都很看好
[00:36:51] agent
[00:36:51] 作为AI生产力的
[00:36:53] 这样一个形式
[00:36:54] 那么我们也一直在
[00:36:55] 投这样的公司
[00:36:56] 只是以前大家说
[00:36:57] 就是套壳
[00:36:58] 这个都没有壁垒
[00:36:59] 现在大家说
[00:36:59] 原来harness还是很重要
[00:37:01] 要有harness engineering
[00:37:02] 所以如果回到说
[00:37:03] R6.AI世界
[00:37:04] 我认为就是
[00:37:05] 模型能力的提升
[00:37:06] 带来了agent的
[00:37:07] 真正的落地
[00:37:08] 那agent的落地的形态
[00:37:09] 它最后其实落地
[00:37:10] 是在一个应用也好
[00:37:11] harness这样的产品上
[00:37:13] 那说到这里
[00:37:15] 因为我们也聊了
[00:37:15] 好多遍harness
[00:37:16] 能不能给大家
[00:37:17] 讲讲你理解的
[00:37:19] 这个模型的编排工程
[00:37:20] 嗯
[00:37:21] 当然这个词也是一个
[00:37:23] 就是现在是个显学了
[00:37:24] 对吧
[00:37:25] 我觉得如果说
[00:37:26] 以前我们用一个产品
[00:37:27] 不管它是不是AI产品
[00:37:29] 有点像我自己去开车的话
[00:37:30] 现在我觉得我们构建的是一个
[00:37:32] 有点像我们看
[00:37:33] F1赛事里边
[00:37:34] 车手在开车
[00:37:35] 只是这个车手
[00:37:36] 变成了模型
[00:37:36] 它开得很好
[00:37:37] 但是我们要搞一堆人
[00:37:38] 给它保养换胎
[00:37:40] 给它去
[00:37:41] 这个让它控制在赛道里面
[00:37:43] 所以它有点像
[00:37:43] harness这个词
[00:37:44] 对吧
[00:37:45] 因为它是来自于
[00:37:46] 这个马具嘛
[00:37:46] 它是一个就是说
[00:37:48] 你是怎么样
[00:37:48] 让一个非常强的东西
[00:37:50] 你去让它
[00:37:51] 在你规定的这个里面去运行
[00:37:52] 嗯
[00:37:53] 那这个里面
[00:37:53] 我觉得就分为几个部分
[00:37:55] 最基础的是模型
[00:37:56] 对吧
[00:37:56] 其实这是大家
[00:37:57] 开始讨论的最多
[00:37:58] 你有没有个好的模型
[00:37:59] 但模型呢
[00:38:00] 它首先需要有这个context
[00:38:02] 因为模型
[00:38:03] 有很多东西
[00:38:03] 它是不知道的
[00:38:04] 你需要把这个context给它
[00:38:05] 这个context
[00:38:06] 可能是实时的context
[00:38:07] 可能是属于
[00:38:08] 你这个组织专用的信息
[00:38:09] 这个实际上是很重要的
[00:38:11] 然后在context外面
[00:38:12] 你还要给它建立起
[00:38:13] 比如它能使用的工具
[00:38:15] 它能够
[00:38:16] 以什么样的
[00:38:16] agentic的循环
[00:38:17] 去跑它的这些任务
[00:38:19] 从而在一个
[00:38:20] 好的hardness里面
[00:38:21] 它们能够做更多的事情
[00:38:22] 其实我们看到
[00:38:23] 比如说
[00:38:24] 当时为什么OpenCrawl出来
[00:38:25] 大家觉得非常的惊艳
[00:38:26] 是因为OpenCrawl
[00:38:27] 它通过给这个模型
[00:38:29] 很多的权限
[00:38:29] 它解锁了很多
[00:38:31] 大家原来没有想到的场景
[00:38:32] 比如在Mac文件上进行操作
[00:38:34] 然后它还有一个
[00:38:35] 心跳的HardbeatMD
[00:38:36] 它每隔30分钟
[00:38:37] 让模型去检查一遍
[00:38:39] 有没有没做的事情
[00:38:39] 就很多这些机制
[00:38:41] 讲出来都很简单
[00:38:42] 但是它其实是让模型
[00:38:43] 能够更加在长程的任务上
[00:38:45] 去完成的更好
[00:38:47] 所以这块是这个hardness
[00:38:48] 在外面有一层
[00:38:49] 我觉得现在很多人
[00:38:50] 在做的就是各种Thunderbox
[00:38:51] 就是它的Runtime
[00:38:52] 在这个里面
[00:38:53] 其实我们发现
[00:38:54] 模型需要用更复杂的应用
[00:38:56] 这个最早其实
[00:38:57] 去年Mainnet出来的时候
[00:38:58] 他们就做了这个Thunderbox
[00:39:00] 当时跟E2B在合作
[00:39:01] 就是模型能够在Thunderbox里面
[00:39:03] 去上网
[00:39:03] 去使用软件
[00:39:04] 当然现在的话
[00:39:06] 大家会越来越发现
[00:39:07] 我要有持久的一个Thunderbox
[00:39:09] 我要给AI配一个
[00:39:10] 更加持久的电脑
[00:39:11] 所以现在我们看到
[00:39:12] 最近这个DigitalOcean
[00:39:13] 也是做这个训练机
[00:39:15] 他们也涨得很多
[00:39:15] 同时现在我们看到
[00:39:16] AI持久的具备下的电脑
[00:39:18] 它能在这个电脑里面
[00:39:19] 一直去跑更多的任务
[00:39:21] 这件事情也变得很重要
[00:39:22] 所以这其实都是
[00:39:23] 架构在模型层外面的
[00:39:25] 现在只是说Honest这层
[00:39:26] 现在是比如说
[00:39:28] 模型厂商自己在做
[00:39:28] 但显然也有OpenCrawl
[00:39:30] Hermes
[00:39:30] Mainnet
[00:39:31] Genspark这些在做
[00:39:32] 那么Context
[00:39:33] 是需要用户
[00:39:35] 通过这个产品去给它的
[00:39:36] 这个模型
[00:39:37] 它不会自己从天上掉下来
[00:39:38] 而这些Runtime
[00:39:39] 也有很多公司
[00:39:40] 正在做这样的事情
[00:39:41] 所以我会觉得是
[00:39:42] 我们在模型外面
[00:39:43] 报了越来越多的层次
[00:39:45] 这里面有的是
[00:39:46] 模型厂商做的
[00:39:47] 有的是第三方创业公司做的
[00:39:48] 毕竟这里面
[00:39:49] 越来越多的价值
[00:39:51] 在于模型外面
[00:39:52] 报了这几个壳里边
[00:39:53] 所以你觉得
[00:39:54] 壳是变得更有价值了
[00:39:56] 我认为壳是变得更有价值
[00:39:57] 那你还认可
[00:39:58] 模型机产品吗
[00:39:59] 就是杨志林非常坚定
[00:40:00] 认为的那个观点
[00:40:02] 我认为他说的
[00:40:03] 核心是在于说
[00:40:03] 产品的核心能力
[00:40:04] 是模型来提供的
[00:40:05] 但显然我们现在
[00:40:07] 打交道的不是一个模型
[00:40:08] 或者不是一个模型的API而已
[00:40:10] 对吧
[00:40:10] 现在把一个API给你
[00:40:11] 你当然也能把它接起来
[00:40:12] 但是我们交互的
[00:40:13] 始终是一个产品
[00:40:14] 就哪怕说
[00:40:15] 最开始AI这波浪潮的
[00:40:17] 引爆是ChatGPT
[00:40:18] 但ChatGPT也是一个产品
[00:40:20] 它其实是把InstructGPT
[00:40:22] 这样一个模型
[00:40:23] 把它Post-train成一个
[00:40:25] 对话的形式
[00:40:26] 然后用这样一个
[00:40:27] 对话的Chatbot形式
[00:40:28] 体现出来
[00:40:29] 如果它不是这样一个Harness
[00:40:30] 它只是让用户自己去
[00:40:32] 跟模型API互动
[00:40:33] 那肯定不会有
[00:40:34] 这样大的变化
[00:40:34] 比如说你可以说
[00:40:35] ChatGPT是一个
[00:40:36] 模型机产品
[00:40:37] 它其实主要是一个模型
[00:40:39] 外面包了一个Harness
[00:40:40] 但是没有这个Harness
[00:40:41] 也就没有这样一个
[00:40:42] 用户的使用
[00:40:43] 没有这样的革命的诞生
[00:40:44] 嗯
[00:40:44] 所以我觉得这个话
[00:40:45] 并不是矛盾的
[00:40:46] 所以我能理解
[00:40:49] 你觉得进入2026年
[00:40:50] 壳变得更重要了吗
[00:40:52] 因为这和有的人观点
[00:40:53] 是相反的
[00:40:54] 因为有的人觉得
[00:40:55] 进入2026年
[00:40:56] 模型就是一切
[00:40:57] 模型吞噬一切
[00:40:58] 我觉得这两个观点
[00:40:59] 可以同时存在
[00:41:00] 首先就是说
[00:41:01] 因为发现拥有先进的模型
[00:41:03] 这件事变得前所未有的重要
[00:41:04] 因为如果你的模型
[00:41:05] 不够强
[00:41:06] 你就完成不了这些任务
[00:41:07] 对吧
[00:41:07] 我想说的点是说
[00:41:09] 尤其是我们从一个
[00:41:09] 早期投资人的角度
[00:41:10] 因为我们看到
[00:41:12] 模型的这个生态
[00:41:13] 会影响的比较稳定
[00:41:14] 你说再出来一个
[00:41:15] 像现在这种
[00:41:16] 投模型公司
[00:41:17] 需要的钱
[00:41:18] 需要的耐度大很多
[00:41:19] 但是我们同时也看到
[00:41:20] 大家都是在不同的
[00:41:21] harness上去用这个模型的
[00:41:23] 并且我们其实在今年
[00:41:24] 大家还意识到一点
[00:41:25] 就好的harness
[00:41:26] 它带来的收集的数据
[00:41:28] 是可以反补模型的
[00:41:29] 这其实也是大家认为
[00:41:31] 早比它的
[00:41:32] Code模型做得这么好
[00:41:33] 其实也是
[00:41:33] 它在Cloud Code
[00:41:34] 在上面形成的
[00:41:36] 这个数据闭环
[00:41:36] 数据飞轮
[00:41:37] 数据飞轮
[00:41:38] 或者数据汇传
[00:41:39] 形成的这个闭环
[00:41:40] 因为以前Chatbot
[00:41:41] 大家觉得没有数据飞轮
[00:41:43] 是因为Chatbot
[00:41:44] 主要是考验了模型
[00:41:45] 它对世界的理解和智能
[00:41:47] 那么我们人类
[00:41:47] 跟它聊的东西
[00:41:48] 很难让它的模型
[00:41:49] 变得更聪明
[00:41:50] 因为它已经训练了
[00:41:51] 人类大量的数据
[00:41:52] 但是在Coding这里面
[00:41:54] 因为它每个都是解决
[00:41:55] 现实生活中的问题
[00:41:56] 所以当你起了一个项目
[00:41:58] 你在这里面
[00:41:58] 什么东西做好了
[00:41:59] 什么东西没做好
[00:42:00] 应该用哪个库
[00:42:00] 哪个东西要变化
[00:42:01] 所有的这些
[00:42:02] 都是高质量的反馈信号
[00:42:04] 所以在这个里面
[00:42:05] 你拥有自己的harness
[00:42:06] 其实比原来变得更重要了
[00:42:08] 所以我们可以看到
[00:42:09] 像Cursor
[00:42:09] 大家原来都觉得
[00:42:10] Cursor你做一个壳
[00:42:11] 是不是理解没什么价值
[00:42:12] 但是它也证明了
[00:42:14] 它的Composer
[00:42:14] 基于Kimi的pre-training
[00:42:15] 然后它自己有大量的
[00:42:17] 高质量的
[00:42:17] 它的feedback
[00:42:18] 所以训练出来
[00:42:19] Composer这个模型
[00:42:20] 其实是个挺好的模型
[00:42:21] 所以这反而也说明了说
[00:42:22] 哪怕我只有壳
[00:42:23] 但是壳带来的数据
[00:42:24] 加上我去做post-training
[00:42:26] 我也能够
[00:42:26] 模型机产品
[00:42:27] 这可能也没说错
[00:42:28] 因为它会说
[00:42:29] Composer也是我的产品
[00:42:30] 但这个Composer怎么来的
[00:42:31] 如果我没有Cursor这个壳
[00:42:33] 我就没有这个模型
[00:42:34] 所以我觉得
[00:42:35] 这两句话
[00:42:36] 可能同时成立的
[00:42:37] 模型机产品
[00:42:37] 所以你要有一个
[00:42:39] 自己的好的模型
[00:42:39] 可能会仍然非常重要
[00:42:41] 但同时
[00:42:42] 你没有一个好的产品
[00:42:42] 你可能就不会有
[00:42:43] 这样的独特的模型
[00:42:44] 这里面有一个点
[00:42:46] 是因为
[00:42:47] 就是从外界的角度来说
[00:42:49] 大家都会说
[00:42:50] 这些壳
[00:42:51] 最后都卖给了模型公司
[00:42:52] 但是从你的角度来说
[00:42:54] 反正我是早期投资人
[00:42:55] 它卖了我也可以退出
[00:42:56] 对不对
[00:42:57] 从投资的角度
[00:42:58] 我觉得当然是这样的
[00:43:00] 我觉得现在
[00:43:00] AI是一个很难
[00:43:02] 去看中局的一个行业
[00:43:04] 所以你说壳没有价值
[00:43:06] 也许是
[00:43:07] 十年的中局是对的
[00:43:08] 但是这不妨碍
[00:43:10] 它有好的产品
[00:43:11] 好的公司
[00:43:11] 甚至好的退出
[00:43:12] 所以我觉得
[00:43:13] 在这个时候谈太远的
[00:43:14] 这种不一定是
[00:43:16] 那么实际投资
[00:43:17] 或者创业中有意义的
[00:43:19] 我再举一个
[00:43:20] 互联网的例子
[00:43:20] 就是当年
[00:43:22] 你可以说
[00:43:23] 雅虎不本质
[00:43:24] 可能最本质的是
[00:43:26] 收入引擎
[00:43:26] 所以觉得Google最好
[00:43:27] Google最后是最好
[00:43:28] 但如果你是雅虎的
[00:43:29] 天然投资人
[00:43:30] 那你那也觉得是传奇
[00:43:31] 对吧
[00:43:32] 所以我是认为
[00:43:33] 照对于早期投资来讲
[00:43:35] 我们不会太拘泥于说
[00:43:36] 你是壳
[00:43:36] 你是模型
[00:43:37] 你到底要做什么
[00:43:38] Cruiser最后也做
[00:43:39] 自己的模型
[00:43:39] 对不对
[00:43:40] 并且我是觉得
[00:43:41] 对用户来讲
[00:43:42] 它对Harness
[00:43:43] 更加忠诚
[00:43:45] 很多朋友都有那种
[00:43:46] 不断地抢救
[00:43:47] 自己小龙虾的
[00:43:48] 那个过程
[00:43:49] 我不知道你有没有
[00:43:50] 反正我自己
[00:43:50] 因为小龙虾
[00:43:51] 它这个Harness
[00:43:53] 一方面
[00:43:53] 它的功能很强大
[00:43:54] 但另外一方面
[00:43:55] 它做了也有很多问题
[00:43:57] 是它老是死掉
[00:43:58] 老是死掉
[00:43:59] 但是我就经常遇到
[00:44:01] 包括我自己
[00:44:02] 就是不断地
[00:44:03] 要去救活它
[00:44:03] 去用Cloud Code
[00:44:05] 去修它
[00:44:05] 或者怎么样
[00:44:06] 那你可能
[00:44:06] 你看为什么
[00:44:07] 要把小龙虾救活
[00:44:08] 这回事
[00:44:09] 其实大家在意的是
[00:44:10] 在这个Harness里面
[00:44:11] 存进去了这些Memory
[00:44:13] 这些记忆
[00:44:13] 对吧
[00:44:14] 那至于
[00:44:15] 很多人是在小龙虾里面
[00:44:16] 不断地换模型去用的
[00:44:18] 比如说当时
[00:44:18] 我记得Kimi
[00:44:19] K1.5发了之后
[00:44:20] 大家发现
[00:44:20] 这个小龙虾跑得很好
[00:44:22] 所以就有人
[00:44:22] 可能就把Opus
[00:44:23] 或者是Cloud的模型
[00:44:25] 换成了Kimi
[00:44:26] 因为大家觉得
[00:44:27] 这是一个90分的表现
[00:44:28] 20分的价格
[00:44:29] 对吧
[00:44:30] 如果说很多人
[00:44:31] 在Harness里面
[00:44:31] 为了挽救自己的记忆
[00:44:33] 要把Harness救活
[00:44:34] 同时呢
[00:44:35] 为了降成本
[00:44:36] 什么他可以换
[00:44:37] 他的模型提供商
[00:44:38] 那这里面
[00:44:39] 我觉得是反映
[00:44:40] 其实对用户来讲
[00:44:41] 对终端用户来讲
[00:44:42] Harness其实更有
[00:44:43] 它的粘性
[00:44:44] 嗯
[00:44:45] 我不知道
[00:44:46] 有没有注意到
[00:44:47] 就是我们前面两期节目
[00:44:48] 福利和顺宇
[00:44:49] 他们其实有一个观点
[00:44:50] 是很大不一样的
[00:44:52] 就是福利
[00:44:52] 他是觉得OpenCloud
[00:44:53] 这种智能体的框架
[00:44:55] 非常重要
[00:44:55] 它能激发
[00:44:56] 中层模型的上限
[00:44:58] 那顺宇就觉得
[00:44:59] 这种形态
[00:44:59] 其实不太重要
[00:45:00] 他更关注的是
[00:45:01] 模型公司的能力
[00:45:02] 所以你怎么看待
[00:45:04] 他们这种差异性
[00:45:05] 以及你的观点是什么
[00:45:06] 首先我觉得
[00:45:07] 他们说的不矛盾
[00:45:08] 他们俩都是搞模型的
[00:45:09] 所以你如果问他们
[00:45:10] 什么最重要
[00:45:11] 他们一定会跟你说
[00:45:12] 逊一个好的模型
[00:45:13] 最重要
[00:45:14] 我觉得对福利来讲
[00:45:16] 他应该是聊到了
[00:45:16] OpenCloud这个话题
[00:45:18] 所以他有这个看法
[00:45:18] 但是他肯定不会觉得
[00:45:20] Harness比模型更重要
[00:45:21] 并且呢
[00:45:22] 我认为他们应该
[00:45:23] 也都认为
[00:45:24] 一个好的Harness
[00:45:25] 对于提升模型的表现
[00:45:28] 获取高价值
[00:45:29] 用户的交互数据
[00:45:30] 成为形成数据回流
[00:45:32] 这两者也都是重要的
[00:45:33] 因为顺宇也聊到了
[00:45:34] 就他之前
[00:45:34] 也担心Atopic
[00:45:36] 有这个只卖API的
[00:45:37] 这个问题
[00:45:37] 也就是说
[00:45:38] 他是担心一个
[00:45:39] 只有model的Atopic
[00:45:40] 是不足够有壁垒的
[00:45:42] 福利当然也说到
[00:45:43] 框架能够提升
[00:45:44] 这个中程模型的上限
[00:45:45] 所以这一点
[00:45:46] 我觉得也是他们
[00:45:47] 共同表达的
[00:45:47] 好的Harness
[00:45:48] 对用好模型
[00:45:50] 和训练好模型
[00:45:51] 也是有很大的帮助
[00:45:52] 那至于说
[00:45:53] 这里面是说
[00:45:54] 模型公司
[00:45:55] 是不是他做Harness
[00:45:56] 就能做到最好
[00:45:57] 我认为不一定
[00:45:58] 就模型公司
[00:45:59] 做Harness有优势
[00:46:01] 有他对于模型
[00:46:02] 发展路线的了解
[00:46:03] 有他对
[00:46:04] 模型结构的了解
[00:46:05] 也当然有
[00:46:06] 他有很多的顺利
[00:46:07] 和很多聪明人
[00:46:08] 对这样的优势
[00:46:09] 但是另外一方面来讲
[00:46:11] 我认为模型公司
[00:46:12] 他强的researcher
[00:46:13] 和一个做应用的公司
[00:46:16] 他对于应用的理解
[00:46:17] 他可能是
[00:46:18] 两种不同的能力
[00:46:19] 那么我们其实可以看到
[00:46:20] 在比如说OpenAI
[00:46:22] 他们之前是有很多
[00:46:23] 基于模型的产品的雏形
[00:46:24] 但是当Harness出来的时候
[00:46:26] 其实我们发现
[00:46:27] 比如Harness当时
[00:46:27] 做PPT做得挺好
[00:46:28] 然后当时我还问了一个
[00:46:29] OpenAI在做agent的
[00:46:31] 一个研究员
[00:46:32] 我说这个好像
[00:46:33] Harness的PPT
[00:46:34] 比你们说要好看
[00:46:35] 我记得他回答说
[00:46:36] 这个不本质
[00:46:37] 我觉得他说没毛病
[00:46:39] 对吧
[00:46:39] 对于一个模型的研究员来讲
[00:46:41] PPT好不好看
[00:46:42] 确实不本质
[00:46:43] 但对于他用户来讲
[00:46:44] 很本质
[00:46:44] 对于用户来讲
[00:46:45] 我用你做PPT
[00:46:46] 我也得做个好看的PPT
[00:46:48] 对吧
[00:46:48] 所以我是觉得
[00:46:49] 一个做模型的公司
[00:46:50] 和一个做应用的公司
[00:46:52] 他还有很多的事情
[00:46:53] 让他的看法是不一样的
[00:46:55] 模型公司认为的不本质
[00:46:56] 是说我在现阶段
[00:46:58] 以这个为目标
[00:46:59] 去优化不本质
[00:47:00] 但是他还提高了
[00:47:02] 智能的上限
[00:47:02] 当他提高了能力本身的时候
[00:47:04] 他自然就能做出好看的PPT
[00:47:06] 我觉得这个是一个
[00:47:08] 相不相同的过程
[00:47:08] 对吧
[00:47:09] 你永远可以说
[00:47:09] 模型公司未来会做得更好
[00:47:11] 但是未来的更好的模型
[00:47:12] 他也能被Harness去用
[00:47:13] 做出更更好的一个产品
[00:47:15] 对于一个好的Harness来讲
[00:47:16] 比如对于OpenCore来讲
[00:47:17] 他可能是希望
[00:47:18] 模型公司升级他的模型的
[00:47:20] 对吧
[00:47:21] 他可能是希望
[00:47:22] 我有更好的模型
[00:47:23] 所以我这个Harness
[00:47:23] 能够让这个模型运行得更好
[00:47:25] 然后他能做更多的事情
[00:47:27] 所以我觉得他们俩并不是说
[00:47:28] 我很担心模型公司的升级
[00:47:29] 你一升级我就没饭吃了
[00:47:31] 我觉得并不是这样一个逻辑
[00:47:32] 在这里面
[00:47:32] 并且我认为
[00:47:34] CloudCode
[00:47:35] Codex
[00:47:35] 第一方的
[00:47:36] 同时Manners
[00:47:37] OpenCore
[00:47:38] Harness
[00:47:39] 第三方的
[00:47:40] 他们都有很多自己的特点
[00:47:41] 你并不是觉得
[00:47:42] 说好CloudCode
[00:47:43] 是完全覆盖
[00:47:44] 吊打OpenCore的
[00:47:46] 对吧
[00:47:46] OpenCore它其实因为
[00:47:47] 开源的
[00:47:48] 部署在本地的
[00:47:50] 给了更多的权限
[00:47:51] 有Hardbit等系列机制
[00:47:52] 它就是在有任何场合
[00:47:54] 会做得更好
[00:47:54] 当然可能CloudCode
[00:47:55] 也会进步
[00:47:56] 但是下一个像
[00:47:57] OpenCore这样的产品
[00:47:58] 它也会进步
[00:47:59] 如果另外还有一个比方
[00:48:00] 就是说
[00:48:01] 我们可以看
[00:48:02] 假设操作系统的角度来讲
[00:48:04] 微软是做了IE和Office
[00:48:06] 这两个在早期的时候
[00:48:08] 就是Windows上
[00:48:08] 最重要的应用
[00:48:09] 但是Windows上
[00:48:10] 并不是只有
[00:48:11] Microsoft做的应用
[00:48:12] 也有Adobe
[00:48:13] 也有各种各样的
[00:48:14] 软件公司
[00:48:15] Autodesk
[00:48:16] 所以我不会认为说
[00:48:18] 这些最后的应用也好
[00:48:19] Harness也好
[00:48:20] 最后都是模型公司
[00:48:21] 自己做的
[00:48:22] 如果那样的话
[00:48:22] 我觉得这个生态
[00:48:23] 这个use case
[00:48:24] 可能就太狭窄了
[00:48:26] 你刚才也提到
[00:48:27] 一个好的Harness
[00:48:28] 是有生命力的
[00:48:29] 对
[00:48:29] 你能不能讲讲
[00:48:30] 这些出现过的
[00:48:32] 科也好
[00:48:32] Harness也好
[00:48:33] 它们的不同是什么
[00:48:35] 你自己体验是什么
[00:48:36] 我自己体验
[00:48:38] 当然是从一个
[00:48:38] VC总结的角度
[00:48:39] 其实Mainless
[00:48:40] 当时出来的时候
[00:48:41] 我们就看到
[00:48:41] 它其实做了很多
[00:48:43] 之前大家
[00:48:43] 没有做的事情
[00:48:44] 比如说它在
[00:48:45] Thunderbox里面
[00:48:46] 跑这样一个
[00:48:47] 虚拟的浏览器
[00:48:48] 去让AI去访问网页
[00:48:50] 去执行很多的操作
[00:48:51] 比如说它
[00:48:52] 第一个做了
[00:48:52] 这个Wide Research
[00:48:53] 当时我们
[00:48:54] 开玩笑说
[00:48:55] 因为有一个叫
[00:48:56] Deep Research
[00:48:56] 我们做过Wide Research
[00:48:57] 其实这个Wide Research
[00:48:58] 就是现在的
[00:48:59] Agenting
[00:49:00] Agent Swarm
[00:49:01] 这种同时起
[00:49:02] 十个几十个
[00:49:03] Subagent
[00:49:03] 然后去执行
[00:49:04] 不同的任务
[00:49:05] 其实它是比Cloud Code
[00:49:07] 比现在这些
[00:49:08] 大家做Agenting
[00:49:09] 都要做得更早的
[00:49:10] 然后我后来了解是
[00:49:11] Athabic做Cloud Code的时候
[00:49:12] 其实也借鉴了
[00:49:13] 很多Mainless
[00:49:14] 在做Wide Research
[00:49:15] 时候的这样一个经验
[00:49:16] 它其实做了
[00:49:17] 很多银领的工作
[00:49:18] 它这个创新
[00:49:19] 其实确实体现了一种
[00:49:20] 大家没见过
[00:49:22] 一个做应用的公司
[00:49:23] 或者叫做Harness的公司
[00:49:24] 它基于模型
[00:49:25] 它把模型的
[00:49:26] Agentic Loop
[00:49:27] Context Engineering
[00:49:27] 吃得很透
[00:49:28] 所以它做出来的
[00:49:29] 很多模型公司
[00:49:30] 没有做出来的体验
[00:49:31] 我觉得这个是创新
[00:49:32] 然后Cloud Code
[00:49:34] 它这个CLI
[00:49:34] 其实是一个
[00:49:35] 非常重要的
[00:49:36] 在线形式
[00:49:37] 在这个Terminal里面
[00:49:38] 实际上AI是一个
[00:49:40] 更便于AI去进行操作
[00:49:41] 而不是在一个
[00:49:42] 图形化界面里面
[00:49:44] 故意是给人用的
[00:49:45] GUI
[00:49:46] 但是这个CLI
[00:49:47] 确实主要是给AI去用的
[00:49:49] 然后它在这个里面
[00:49:50] 也通过把这个Skill
[00:49:52] 把这套对于
[00:49:53] Agentic Loop的配置
[00:49:55] 我觉得它是
[00:49:56] 把模型能力
[00:49:57] 发挥得很好
[00:49:57] 让这个程序员
[00:49:59] 在上面
[00:49:59] 获得了非常好的体验
[00:50:01] 然后Open Cloud
[00:50:02] 其实有非常多的创新
[00:50:03] Open Cloud
[00:50:04] 在你Mac上运行
[00:50:06] 所以它可以访问
[00:50:06] 你Mac里面所有的文件
[00:50:08] 访问你的日历
[00:50:08] 访问你的信息
[00:50:09] 这些体验
[00:50:10] 其实是原来
[00:50:12] 一个Cloud Code
[00:50:12] 这样的Agent
[00:50:13] 它不具备的
[00:50:14] 然后心跳的机制
[00:50:15] 让它能够去完成
[00:50:16] 定时的任务
[00:50:17] 具备更强的记忆
[00:50:18] 它的Memory MD
[00:50:19] 这套体制
[00:50:20] 我觉得做得很有意思的
[00:50:21] 因为在
[00:50:22] ChatGPT
[00:50:22] Manage
[00:50:23] Cloud Code
[00:50:23] 在之前
[00:50:24] 大家都是觉得
[00:50:25] 我要把Sesh分开
[00:50:26] 因为大家不想串Context
[00:50:29] 我最好
[00:50:30] 我这个Session
[00:50:30] 就有这个Session的Context
[00:50:32] 那个Session
[00:50:32] 就有那个Session的Context
[00:50:33] 但对Open Cloud来讲
[00:50:35] 它说的
[00:50:35] 都在一个大的聊天里面
[00:50:37] 它只通过每天
[00:50:38] 去整理它的Memory MD
[00:50:39] 去实现这个Memory
[00:50:41] 这个
[00:50:42] 我跟很多研究员聊过
[00:50:43] 他们一开始
[00:50:44] 是觉得不以为然的
[00:50:45] 因为觉得
[00:50:45] 你这样Context会串的
[00:50:46] 那AI可能会有幻觉
[00:50:48] 但对于用户来讲
[00:50:49] 它有非常强的感觉
[00:50:50] 是Open Cloud记得我
[00:50:51] 对
[00:50:52] 因为我都丢在
[00:50:53] 一个Context里面了
[00:50:54] 所以这个感觉
[00:50:55] 就是很神奇
[00:50:56] 所以你看后来
[00:50:56] 我们大家都纷纷跟进
[00:50:57] Manage也做了
[00:50:58] 自己的Agent
[00:50:59] 后来就发现
[00:50:59] 我在一个流逝的对话里面
[00:51:02] 是用户最简单
[00:51:03] 最朴实的一个沟通形式
[00:51:05] 而且Open Cloud
[00:51:06] 它有自己的TUI
[00:51:07] 但是基本没有人用
[00:51:08] 它是通过把Agent
[00:51:10] 插入到每个用户
[00:51:11] 最熟悉的领域
[00:51:12] 比如插入到微信
[00:51:14] 插入到WhatsApp
[00:51:15] Discord
[00:51:16] Telegram
[00:51:17] 这个产品形态
[00:51:18] 也是之前没有的
[00:51:19] 因为之前大家都是想
[00:51:20] 我要造一个我的网站
[00:51:21] 我要造一个我的App
[00:51:22] 对吧
[00:51:23] 这个所有人都这么做
[00:51:24] 但是它做了
[00:51:25] 我去到你熟悉的地方
[00:51:26] 这个其实我觉得
[00:51:27] 是它蜂蜜的
[00:51:28] 一个非常重要的原因
[00:51:29] 尤其在中国蜂蜜的原因
[00:51:30] 因为它能插到IM里面去
[00:51:32] 对吧
[00:51:32] 我们肯定是对IM
[00:51:33] 这个产品形态
[00:51:34] 是最熟悉的
[00:51:35] 它在这些方面的创新
[00:51:37] 都是非常强的
[00:51:38] 这个创新
[00:51:38] 显然也不是一个
[00:51:39] 典型模型公司
[00:51:40] 一个研究追问的公司
[00:51:41] 它去做的
[00:51:42] 对吧
[00:51:42] 他们都引领了
[00:51:44] 很多的产品创新
[00:51:45] 对
[00:51:45] 都有很多的产品创新
[00:51:46] 当然这边有的
[00:51:47] 我觉得会被模型公司
[00:51:49] 交到训练里面去
[00:51:50] 但是它有的是
[00:51:50] 一个产品制作理念
[00:51:51] 对吧
[00:51:52] 并且它很多时候
[00:51:53] 你会发现这个context
[00:51:54] 它是存在
[00:51:55] 它的产品这一层的
[00:51:56] 当然你可以把它的
[00:51:57] memory MD
[00:51:58] 把它去导出来
[00:51:59] 然后大家可能以后
[00:52:00] continue to training
[00:52:01] 可以去到模型里面去
[00:52:02] 归根到底
[00:52:03] 你的context
[00:52:05] 在什么地方
[00:52:05] 我觉得在目前来讲
[00:52:07] 肯定是在harness里面
[00:52:08] 他们引领了产品创新
[00:52:11] 然后卖给了模型公司
[00:52:13] 模型公司吸收了
[00:52:14] 他们的产品能力
[00:52:15] 最后这个能力
[00:52:16] 还是在模型公司
[00:52:17] 我觉得那如何美卖呢
[00:52:20] 那比如说
[00:52:20] 如果按照这个逻辑
[00:52:21] 那都比较好
[00:52:22] 比如我卖给了微软
[00:52:23] 对吧
[00:52:23] 那实际上
[00:52:24] 并没有卖给微软
