[00:00:00] 大家好,我是小骏
[00:38:48] 嗯
[00:38:48] 现在在做了保密
[00:38:51] 啊
[00:38:51] 真的要保密
[00:38:52] 格瑞卧的
[00:38:52] 嗯
[00:38:52] 啊
[00:38:52] 我
[00:38:53] 就在等我们把这套犯事给鳃领刀一个很大的量级的时候
[00:38:57] 我觉得我们会开源告诉大家
[00:38:59] 嗯
[00:39:00] 对
[00:39:01] 但是做长程任务
[00:39:02] 不是会中断吗
[00:39:04] 嗯
[00:39:04] 其实真正的一照上下文里边亨
[00:39:08] 器盆啊
[00:39:09] 所以其实
[00:39:10] 你要把一照上下文
[00:39:13] 做得很好
[00:39:13] 当下阶段
[00:39:15] 当下阶段好
[00:39:16] 我说当下可能就是
[00:39:17] 当下一两周的阶段
[00:39:18] 不代表未来两三周的阶段
[00:39:20] 就是
[00:39:21] 可能并不是真的要找到
[00:39:23] 要把一照上下文
[00:39:25] 塞满的任务
[00:39:26] 当然你要找到那更好
[00:39:28] 但是这个任务是很难的
[00:39:30] 而且它的训练效率太低了
[00:39:32] 就是你要训练完
[00:39:34] 一照
[00:39:35] 你要roar
[00:39:35] 玩一整个trajectory
[00:39:37] 一招的trajectory
[00:39:38] 它非常慢
[00:39:39] 哪怕我们现在的TPS
[00:39:40] 能做到80到100
[00:39:42] 像在Memo VR Pro上
[00:39:44] 能做到80到100的TPS
[00:39:45] 你要roar玩一照上下文
[00:39:47] 也是需要时间
[00:39:49] 需要可能一两分钟的时间了
[00:39:51] 所以
[00:39:51] 所以
[00:39:55] 所以其实真实的训练
[00:39:57] 不会在这么长程的任务上去训
[00:39:59] 但是
[00:40:01] 当你有在一照的context
[00:40:04] 去训过
[00:40:05] 预训练过
[00:40:07] 并且
[00:40:08] 后训练
[00:40:09] 有对应的任务
[00:40:09] 稍微激活它一下
[00:40:10] 它通常就能
[00:40:11] 在一照的context里边
[00:40:13] 具备这样的一个能力
[00:40:14] 但是我们需要再提升
[00:40:16] 对
[00:40:16] 需要再提升
[00:40:17] 所以你看现在Cloud
[00:40:18] 在
[00:40:19] 我觉得真的在一照上下文的
[00:40:21] 能力的稳定度上
[00:40:23] 基本上现在只有Cloud
[00:40:24] 4.6 Ops和Sunlight
[00:40:26] 是领先的
[00:40:28] 其实其他像Jermal
[00:40:30] 像Jermal虽然
[00:40:32] 虽然仿称是
[00:40:33] 常上下文能力很好
[00:40:35] 但其实都是不行的
[00:40:36] 对
[00:40:36] 你觉得亮环的任务是什么呢
[00:40:39] 画里面挖掘因子
[00:40:40] 会是好的长程任务吗
[00:40:41] 看做的是什么资产
[00:40:47] 对
[00:40:47] 就是
[00:40:49] 有很多资产
[00:40:50] 它的
[00:40:52] reward
[00:40:53] 太
[00:40:54] 太不清晰了
[00:40:56] 对
[00:40:57] 有些资产是
[00:40:59] 大部分的资产
[00:41:00] 是不太适合
[00:41:01] 做长程任务建模的
[00:41:04] 这个
[00:41:05] 具体我就不展开说
[00:41:06] 反正就是
[00:41:07] 某些资产
[00:41:08] 是很重要的
[00:41:09] 非常不适合的
[00:41:10] 因为它
[00:41:11] 它
[00:41:11] 就回测是没有
[00:41:14] 没有价值的
[00:41:15] 然后你要到真实的环境里面去装的话
[00:41:17] 它有可能不是
[00:41:19] 不是短期的因素
[00:41:21] 而是一些更长期的因素
[00:41:22] 或一些
[00:41:23] 额外的一些
[00:41:24] 阿尔法本身被这个模型
[00:41:25] 建模不进去的一些东西
[00:41:27] 所以
[00:41:27] 得选资产
[00:41:29] 就是选
[00:41:29] 选对
[00:41:30] 这个就OK
[00:41:31] 我觉得
[00:41:31] 关于你们的新模型
[00:41:34] 我们放在后面说
[00:41:34] 我们先把Open Cloud
[00:41:35] 这个话题聊完
[00:41:36] 你观察
[00:41:37] 就你观察
[00:41:38] 你觉得Open Cloud
[00:41:38] 是怎么样的一个
[00:41:39] 火起来的链路
[00:41:40] 而且我明显感觉到
[00:41:42] 在中国
[00:41:42] 它的火的程度
[00:41:44] 比在美国要更强
[00:41:46] 这是为什么
[00:41:46] 我看到还有一个
[00:41:48] 很好玩的说法
[00:41:48] 叫西夏东洋
[00:41:49] 叫什么
[00:41:51] 西夏东洋
[00:41:52] 西夏东洋
[00:41:53] 因为我不了解
[00:41:57] 湾区对它的热度
[00:41:58] 对
[00:41:58] 所以我仅从
[00:42:00] 你的视角
[00:42:01] 对
[00:42:01] 仅从我自己
[00:42:02] 以及
[00:42:03] 我身边人的视角
[00:42:05] 我觉得可能
[00:42:08] 我觉得
[00:42:08] 我自己的一个原因是
[00:42:10] 就中国的开发者
[00:42:15] 我觉得是更
[00:42:16] 更多的
[00:42:18] 就是
[00:42:20] 我说开发者是指
[00:42:25] 他可以用
[00:42:26] code去提升
[00:42:28] 他的生
[00:42:29] 的效率的场景
[00:42:30] 可能是
[00:42:32] 要求更急迫的
[00:42:35] 对
[00:42:35] 要求更急迫的
[00:42:36] 就我觉得对于
[00:42:37] 效率的提升
[00:42:38] 好像是
[00:42:38] 我们的血液里边的东西
[00:42:42] 然后
[00:42:42] 所以我觉得
[00:42:45] 就open code
[00:42:46] 能把这个事
[00:42:47] 给效率提升
[00:42:49] 给拿到极致
[00:42:50] 所以
[00:42:51] 我自己感觉
[00:42:52] 这是它火的
[00:42:53] 一部分的原因之一
[00:42:54] 当然
[00:42:55] 我觉得还有一个原因是
[00:42:56] 我觉得跟国内大模型的发展
[00:43:00] 也密切相关
[00:43:01] 就
[00:43:02] 绝大部分的
[00:43:04] 效率提升的场景
[00:43:05] 目前确实
[00:43:07] 不需要
[00:43:08] 就是可能我觉得85%
[00:43:11] 不需要最顶尖的模型
[00:43:12] 所以然后我们又有那么多
[00:43:14] 便宜好用的模型可以用
[00:43:16] 然后你一算这个性价比
[00:43:18] 是非常划算的
[00:43:19] 就是这个模型的API的费用
[00:43:22] 跟它
[00:43:23] 它这个
[00:43:23] 它替代了生产力的
[00:43:27] 价值的系数比是很大的
[00:43:30] 所以你去体验它
[00:43:31] 会更有动力
[00:43:33] 它可能花10块钱的API
[00:43:35] 就能帮你
[00:43:36] 干完1000块钱的事情
[00:43:37] 那你肯定很容易去体验了
[00:43:38] 但如果你的API
[00:43:40] 贵那么十倍或几十倍
[00:43:41] 中间那个差距很小
[00:43:44] 那么你会很排斥的去用
[00:43:47] 这样一套很复杂的东西
[00:43:48] 对
[00:43:49] 去优化它
[00:43:50] 但是关于agent
[00:43:52] 其实已经讲了一年了
[00:43:53] 对吧
[00:43:54] 就是去年年初的时候
[00:43:55] 大家就开始说
[00:43:56] 这是agent元年
[00:43:56] 为什么到现在才开始火
[00:43:57] 你觉得这个跟去年
[00:43:59] 有什么不一样
[00:44:01] 对
[00:44:01] 就我觉得
[00:44:02] 我认为之前讲的agent
[00:44:05] 应该都是非常
[00:44:05] 在我的定义里边
[00:44:08] 我觉得它不算agent
[00:44:08] 它只能算是一个
[00:44:10] 上下位稍微比X的复杂
[00:44:14] 一点点的东西
[00:44:15] 就不管是像browscomp
[00:44:17] 像sweepbench
[00:44:19] 然后这些search和code的agent的框架
[00:44:23] 其实都非常的简洁
[00:44:25] 就相比于现在的callcode也好
[00:44:27] 相比于open call也好
[00:44:29] 它的agent框架太过于简洁了
[00:44:31] 然后这样的简洁性就导致
[00:44:34] 首先它简洁
[00:44:36] 其次它不通用
[00:44:37] 对
[00:44:37] 就这样过于简洁的框架
[00:44:38] 不通用
[00:44:39] 导致它只能for这个任务来设定
[00:44:43] 所以那些我们看到在browscomp
[00:44:46] sweepbench
[00:44:47] 那sweepbench有它的问题
[00:44:48] 是因为它本身关注领域也太大一了
[00:44:51] 就去修bug
[00:44:52] 它并不是for真正的软件开发
[00:44:54] 对
[00:44:55] 就是我觉得
[00:44:56] 至少在去年上半年
[00:45:00] 乃至下半年
[00:45:01] 很多看似foragent的模型
[00:45:04] 它其实只是说
[00:45:06] 我换了一个更复杂的
[00:45:08] 系统框架
[00:45:12] 然后稍微带一点点环境的反馈
[00:45:15] 稍微带一点点环境的反馈
[00:45:17] 比如sweepbench还是有环境的反馈的
[00:45:19] taubunch也是有的
[00:45:20] 然后稍微带一点环境的反馈和交互
[00:45:23] 然后让模型具备一点
[00:45:27] 遵循复杂系统框架和
[00:45:30] 和理解环境交互的这样一个能力
[00:45:34] 我觉得那会儿只能是做到这个水平
[00:45:36] 但是它根本没有达到工业级可用度的能力
[00:45:38] 最简单就是什么叫工业级可用
[00:45:41] 就是你把它接到
[00:45:43] call code或open code里边去用
[00:45:46] 你会发现它不可用
[00:45:48] 它有很多问题
[00:45:49] 最简单
[00:45:50] 它就理解不了这套框架本身
[00:45:53] 然后它也
[00:45:55] 也没有针对这套框架本身
[00:45:58] 人跟他的交互范式会发生变化
[00:46:00] 比如人跟他交互范式
[00:46:02] 发生最大变化的是
[00:46:03] 人不再会去修改代码
[00:46:05] 人不再会去关注
[00:46:07] OK 这一行代码出错了
[00:46:08] 你帮我改一下
[00:46:09] 就这样的query是不会再出现的
[00:46:12] 然后人只会提一些更高阶的
[00:46:16] 比如说增加限制
[00:46:20] 增加限制就是提澄清需求
[00:46:22] 然后架构设计
[00:46:26] 人会参与架构设计
[00:46:27] 因为现在好多架构设计
[00:46:28] 还是人更强的
[00:46:29] 以及辅助理解业务逻辑
[00:46:31] 这是skills的价值
[00:46:35] 对 这个业务逻辑
[00:46:36] 是模型本身不具备的
[00:46:38] 因为这很多人
[00:46:38] 说业务逻辑
[00:46:39] 它是企业内部的东西
[00:46:41] 对 或说真实环境里边
[00:46:44] 沉淀下来的东西
[00:46:45] 这个你必须要跟它很多轮交互
[00:46:47] 才会沉淀下来的东西
[00:46:49] 所以我认为之前那些AGM框架
[00:46:51] 就不能叫AGM框架吧
[00:46:52] 就没有任何可用度
[00:46:53] 然后在那些Benchmark上
[00:46:55] 表现非常高的模型
[00:46:57] 也不代表它的AGM能力是真的强
[00:47:00] 对
[00:47:01] 所以我们在优化这一版模型的时候
[00:47:04] 是完全放弃这些Benchmark
[00:47:06] 我们基本上就不关注这些Benchmark了
[00:47:08] 就
[00:47:09] 我们
[00:47:11] 当你面临一个很大的范式的变化的时候
[00:47:14] 其实
[00:47:15] 只要你路径走对了
[00:47:18] 其实你可以短暂
[00:47:21] 非常短暂的一个窗口
[00:47:22] 请你去忽略评估
[00:47:24] 因为你靠体感
[00:47:25] 你就能立马测出来
[00:47:26] 一个非常大的质的差异
[00:47:29] 对
[00:47:29] 但是当你慢慢迈入深水区的时候
[00:47:33] 还是需要一些非常精细的评估的
[00:47:35] 所以Skill是不是改变了模型的生态
[00:47:38] 改变了模型在
[00:47:40] 这种高复杂度
[00:47:44] 就是流程复杂度的任务上的执行的准确率
[00:47:48] 对
[00:47:49] 因为它其实是定义了一套执行的规范
[00:47:52] 对
[00:47:53] 然后这套执行的规范
[00:47:55] 是很难在运训链的数据边具备的
[00:47:57] 因为运训链数据边
[00:47:59] 没有这种interload的信息
[00:48:01] 这些信息通常是
[00:48:03] 是大量企业内部
[00:48:05] 自己去沉淀和积累的这种
[00:48:07] 这种
[00:48:08] 这种
[00:48:08] 这种
[00:48:08] 由人
[00:48:11] 人和人之间产生的一些
[00:48:13] 组织上遗留下来的一些规范
[00:48:17] 我觉得更多是组织上遗留下来的规范
[00:48:19] 然后
[00:48:20] 但是
[00:48:23] 就这不可能在运训链数据边出现
[00:48:26] 但是可以由人教agent
[00:48:28] 跟他多轮交互
[00:48:29] 通过完成几个任务
[00:48:31] 把这套规范
[00:48:32] 让agent学会
[00:48:34] 所以agent就会
[00:48:35] 所以现在大量skills
[00:48:36] 其实是agent自己写的
[00:48:38] 对
[00:48:38] 所以
[00:48:38] 但是skills也是在cloud里面诞生的
[00:48:41] 对不对
[00:48:41] 对
[00:48:41] 但是
[00:48:42] 但是这就是出现一个问题
[00:48:43] 就是
[00:48:44] 确实是opencloud把skills这个事给
[00:48:47] 带火的
[00:48:49] 我说带火就是
[00:48:50] 它让更多人去贡献skills这个社区
[00:48:52] 这个是非常关键的
[00:48:54] 因为
[00:48:54] 这就是属于我觉得
[00:48:57] 人跟agent需要共创的地方
[00:49:00] 对
[00:49:00] 如果你没有那么多人
[00:49:02] 高阶
[00:49:03] 就是
[00:49:04] 你没有那么多这种
[00:49:07] 另类
[00:49:07] 另类信息的人
[00:49:08] 另类信息的人
[00:49:08] 另类信息的人
[00:49:08] 我觉得
[00:49:09] 它确实另外一种alpha
[00:49:11] 它是那种另类信息
[00:49:13] 跟当前的agent共创的话
[00:49:17] 那么agent
[00:49:18] 或说最顶尖模型的能力
[00:49:21] 也很难发挥出来
[00:49:22] 这也是你说的那个群体智能
[00:49:24] 可以这么说
[00:49:26] 可以这么说
[00:49:27] 人的经验变成skills
[00:49:29] 变得如果更重要了
[00:49:31] 它是不是预训练的一种补充
[00:49:32] 对
[00:49:34] 因为预训练
[00:49:35] 其实它大部分依赖的知识
[00:49:37] 还是
[00:49:37] 你在互联网上
[00:49:38] 可访问到的知识
[00:49:40] 但很多知识
[00:49:41] 或说
[00:49:42] 很多智能
[00:49:44] 应该说很多智能
[00:49:45] 我们是在互联网上访问不到的
[00:49:47] 对
[00:49:47] 那么这个时候
[00:49:49] 它就以另外一种形态出现
[00:49:51] 我觉得现在skills算是一种吧
[00:49:54] 对
[00:49:54] 它其实提供了一种交互的方式
[00:49:56] 让人去主动贡献数据
[00:49:58] 对
[00:49:58] 贡献更让模型
[00:50:01] 执行任务的成功率更高的方式
[00:50:07] 对
[00:50:07] 如果重现了
[00:50:08] 如果重新来定义一下所谓的
[00:50:10] 因为我以前有Deep Sink Moment
[00:50:12] 然后有OpenEye
[00:50:13] 有ChargeBT Moment
[00:50:14] 如果重新定义一下
[00:50:15] 这个所谓的Open Cloud Moment
[00:50:17] 你会怎么定义它
[00:50:18] 这个Moment它会更时间
[00:50:21] 时间线更长
[00:50:23] 就是因为它前序的章节太久了
[00:50:27] 人家不会觉得它是个新东西
[00:50:29] 然后它后续的章节了
[00:50:31] 但是我觉得对我们已经信这个事情的人而言
[00:50:36] 比较believe这个事情而言
[00:50:37] 我们反应是不是
[00:50:38] 足够快的
[00:50:39] 但我不知道其他人有没有follow up上
[00:50:43] 对
[00:50:44] 所以就是
[00:50:45] 从我的个人的感官上
[00:50:47] 就是这个Moment它会延续的时间更长
[00:50:50] 更深远
[00:50:51] 它不是
[00:50:52] 这个更深远是说
[00:50:54] 它可能能力更外放到
[00:51:00] 更多人能感受到的场景里边去
[00:51:06] 所以它更深远
[00:51:07] 但是它这个流动是需要时间的
[00:51:10] 对
[00:51:11] 就它的能溢出的能量能力更强
[00:51:15] 强很多
[00:51:16] 它没有一个非常清晰的
[00:51:19] 那么清晰的定义
[00:51:20] 像OERE它会有一个数学代码
[00:51:25] 这种有光抽词的一个东西在这
[00:51:28] OK你服而上去了
[00:51:30] 模型就具备这个能力的
[00:51:32] 像一个非常清晰的标准的界定
[00:51:35] 当然我觉得有Azure呢
[00:51:36] 其实确实有很多场景
[00:51:38] 你是有需要有清晰标准系列的
[00:51:40] 但大部分的场景是没有的
[00:51:42] 比较混沌
[00:51:43] 对对对
[00:51:44] 然后它产生的价值也是慢慢的到一个临界点突然进一大步
[00:51:49] 其实靠4.0ops确实是实际上一个进一大步的突然的一个时间点
[00:51:54] 然后但是我说比如做这个事情
[00:51:56] 这个路径也是持续了两年的
[00:51:58] 至少有两年的我们能看的
[00:52:00] 那根本为什么这个事情不是Azure自己做出来的
[00:52:04] 嗯
[00:52:05] 我觉得还是就一个开源一个闭源的原因吧
[00:52:07] 就是嗯
[00:52:09] 闭源的框架你是没有办法去洞察
[00:52:12] 内部的设计的
[00:52:15] 所以你没有办法利用大部分更多人的智慧去改进它
[00:52:19] 但开源就是你就可以用更多人的智慧去改进它
[00:52:22] 嗯
[00:52:24] 可能也不符合Anthropic对安全性的追求
[00:52:27] 嗯
[00:52:30] 其实我现在觉得安全性嗯
[00:52:34] 绝大部分还是模型本身应该去追求的事情
[00:52:39] 对
[00:52:40] 我们不能太过于去要求一个框架本身是过于安全的
[00:52:45] 但是框架本身可以做非常多的事情
[00:52:47] 嗯
[00:52:48] 但是我觉得开源跟安全性并不冲突
[00:52:53] 嗯
[00:52:54] 因为我们会把很多数据授权给OpenCloud
[00:52:56] 嗯
[00:52:57] 如果我们把大量的个人隐私数据授权给它的话怎么缓解就是更多普通人对于安全性的这种焦虑啊
[00:53:03] 嗯
[00:53:05] 所以其实我这是我为什么说要做开源的原因
[00:53:09] 就是嗯
[00:53:11] 我觉得还是会有一天
[00:53:13] 而且应该很快也会到来
[00:53:15] 就是人的大部分简单的任务就除了那些非常难的任务
[00:53:21] 就是其实跟隐私相关任务有很多还是没有那么高难度的任务
[00:53:25] 其实你完全是可以放在本地化去做的
[00:53:28] 对
[00:53:29] 就你自己会有一自己随身携带的
[00:53:31] 有可能随身携带的任务
[00:53:33] 有可能是在家或某个场景边有一块芯片
[00:53:39] 对
[00:53:40] 然后你所有的数据都在本地
[00:53:42] 然后所有的涉及到隐私数据的这些场景都在本地推理
[00:53:49] 这是很关键
[00:53:50] 就在本地推理
[00:53:51] 然后涉及到一些非隐私
[00:53:53] 然后高难度高创造力高复杂的任务再去一段推理
[00:53:57] 其实这样是能够解恶的
[00:53:59] 然后这也是为什么我说一个好的一种框架
[00:54:01] 借助一个
[00:54:02] 我自己觉得很小的3P的模型
[00:54:05] 它发挥的
[00:54:06] 它自己能做的任务的复杂都已经超乎我的想象了
[00:54:10] 然后就这个事激发了我自己对于
[00:54:12] 其实比如说
[00:54:14] 所以端云混合也好
[00:54:16] 随隐私的本地化也好
[00:54:18] 有一些思考
[00:54:19] 但是我觉得还很初步
[00:54:21] 因为这些思考不仅是需要模型
[00:54:25] 这一侧做非常多东西
[00:54:27] 还需要本身架构这一层
[00:54:29] 然后一块往前走
[00:54:31] 我为什么觉得开源是如此重要的一个事情的原因
[00:54:34] 就是我觉得这需要更多人一块来做
[00:54:37] 而不是某一个公司就把它能做好的
[00:54:40] 接下来你觉得我们会看到什么
[00:54:42] 在Open Cloud已经火了这么几个月之后
[00:54:44] 就2026年大家会继续它做什么
[00:54:46] 国内已经有很多动作了
[00:54:48] 出现了各种的Cloud
[00:54:49] 包括你们Memo Cloud
[00:54:51] 其实所谓现在很多很多Cloud
[00:54:54] 只是让大家以一种不同的交互形态
[00:55:00] 然后去访问到不同的模型
[00:55:03] 和不同的一些的框架
[00:55:05] 但是我觉得真正那种去
[00:55:10] 让这个框架自迭代
[00:55:14] 或说更强调自进化和自迭代的框架
[00:55:18] 我觉得还没有大规模的诞生和出现
[00:55:21] 然后以及你怎么去利用
[00:55:25] 绝大部分人的智慧
[00:55:28] 去创造一个更强的框架
[00:55:30] 也还没有出现
[00:55:33] 这两层
[00:55:34] 一层是框架本身的自进化
[00:55:36] 一层是Azure本身的自进化
[00:55:40] 一层是Azure跟人之间的自进化
[00:55:43] 我还没有看到
[00:55:44] 就我们现在做的其实是
[00:55:46] 怎么train更好的model for Azure
[00:55:49] 以及怎么让Azure去适应这个model
[00:55:52] 其实是在做Azure跟model之间的双向流动
[00:55:56] 但还没有
[00:55:57] 在框架层我觉得未来需要做的
[00:56:00] 其实是怎么让框架自己进化
[00:56:03] 以及框架跟人不相进化
[00:56:06] 这是你们现在的着重大致的方向
[00:56:09] 对 我会去深入研究的事情
[00:56:11] 你觉得现在没有做到的核心的缺陷在哪里
[00:56:16] 就可能补足了某一个短板
[00:56:18] 它也许就能成了
[00:56:20] 缺陷是我们刚做到这里
[00:56:24] 我也不知道Sophia做不做
[00:56:26] 反正我觉得
[00:56:28] 只是因为时间远
[00:56:30] 因为我们刚做到这里而已
[00:56:32] 然后未来的加速度是会很快的
[00:56:35] 不仅是我们
[00:56:36] 我觉得应该是这么去定义
[00:56:39] 现在只要拥有一个
[00:56:43] non-convex非常invasive的模型架构的厂商
[00:56:47] 并且它在做预训的阶段
[00:56:49] 把code的能力也做得非常好的
[00:56:52] 它有这样一个model
[00:56:55] 这个model的参数量可能至少
[00:56:57] 我希望我觉得至少一T以上吧
[00:57:00] 只要有这样的一个入场券的人
[00:57:04] 基本上都处于同一水平线去做这个事情
[00:57:08] 当然我说比肯定是走到前面了
[00:57:10] 我只是说目前上一个时代的成功
[00:57:13] 并不意味着下一个时代的领先
[00:57:15] 现在基本上大家在同一水平线
[00:57:17] 这是一个什么样的时代
[00:57:19] agent的时代怎么定义它
[00:57:21] 我觉得就是生产力加速变革的时代
[00:57:24] 今年生产力会爆发对吧
[00:57:26] 对
[00:57:30] 大家会觉得很多工作不需要自己做
[00:57:34] 这是最直接的感受
[00:57:36] 只要你接触到这个事情过后
[00:57:38] 你会发现你的好多工作都会被替代掉
[00:57:40] 那么这个时候人应该去思考
[00:57:43] 到底自己的意义和价值是什么
[00:57:46] 所以agent能做什么样的高价值任务
[00:57:49] 是变得更重要的
[00:57:50] 你要从提升顶尖模型的能力的角度上来说
[00:57:54] 肯定是让agent去替代更高价值的任务是重要的
[00:57:57] 因为更高价值的任务
[00:57:59] 它意味着更长的context
[00:58:02] 然后意味着更多的token消耗量
[00:58:06] 它肯定是更多的token消耗量
[00:58:08] 然后意味着
[00:58:13] 它最终能替代到最顶尖那一群人的智能就够了
[00:58:20] 其实因为下边那一群人的智能是
[00:58:22] 可以慢慢的以另外一种方式来替代掉的
[00:58:26] 比如说robotics
[00:58:28] 然后总之就是
[00:58:30] 如果说要为了for追求更强的模型能力的角度上来说
[00:58:33] 肯定是完全for更高价值的场景做是更有价值的
[00:58:37] 但另外一个演变角度是说
[00:58:40] 你是要做一个对全社会更有益的
[00:58:44] 对所有人都有帮助的一个模型
[00:58:46] 那么就不应该for更高价值的场景去做
[00:58:49] 而是让所有人都能感受到
[00:58:51] 这个模型的智能水平
[00:58:53] 那么它可能是另外一种做法了
[00:58:55] 有可能是另外一种做法
[00:58:57] 是一个普世度更高的人可能会更好
[00:58:59] 就比如说在这种场景里边
[00:59:01] 你就更需要在乎多么太
[00:59:04] 因为在更广泛的场景里边多么太
[00:59:09] 尤其是对于视频的理解
[00:59:11] 对于一些更细微的环境的理解
[00:59:16] 然后它是更关键的
[00:59:20] 然后
[00:59:21] 以及就是要注重成本
[00:59:24] 成本是产生革命非常重要的因素
[00:59:26] 就你不能说你完成一个任务要花一千刀
[00:59:29] 对吧
[00:59:30] 那我觉得很多任务场景
[00:59:32] 就除了很多任务场景
[00:59:34] 觉得它必须要达到一个很高的一个替换系数比
[00:59:38] 你能帮我节省十倍的成本
[00:59:40] 我可能才会考虑去试吧
[00:59:42] 对
[00:59:43] 所以这个时候你怎么去做一个更低成本更高效率速度
[00:59:47] 更高速度的这样的一套
[00:59:51] 就有一定的框架以及对应结合的模型
[00:59:54] 那就很关键
[00:59:55] 所以这是两种发展思路
[00:59:58] 你会怎么定义2026年
[01:00:00] 我觉得我很难去定义它
[01:00:05] 因为我觉得两个月都已经现在对我来说是发展巨变的
[01:00:13] 我们做两周的事情我觉得基本上就让我们很难相信这是两周内做的事情
[01:00:20] 就是在过去两周发展的事情
[01:00:22] 所以我都不知道这一年接下来会发生什么
[01:00:25] 基本上是处于在这种高度幸福的状态
[01:00:29] 我很好奇
[01:00:30] 就是从2022年底CHP诞生
[01:00:32] 然后当时大家就觉得AI一定是生产力革命
[01:00:35] 到今天就发展三年
[01:00:37] 你觉得它带来了哪些先决条件
[01:00:39] 让今天的生产力爆发可能成为一个更可能的时间点
[01:00:43] 就是它是哪些条件变得成熟了
[01:00:46] 就我觉得第一个关键点是
[01:00:48] 不再是算法工程师在做这个事情了
[01:00:52] 我自己会把这个事觉得是一个非常有标志性的节点
[01:00:56] 就之前是你会觉得只有
[01:01:00] researcher或说算法的人
[01:01:02] 在去考虑怎么去提升智能水平
[01:01:06] 但你现在会发现
[01:01:08] 还会有
[01:01:10] 就是所有懂写代码人 复习代码人
[01:01:16] 都在一块去考虑去提升模型的
[01:01:18] 去提升这整个东西的智能水平
[01:01:21] 我觉得这是最主要的差异
[01:01:23] 就不管是它是在写skills也好
[01:01:26] 去改Agent框架也好
[01:01:28] 还是去设计更好的研究范式也好
[01:01:33] 这是三个层面其实
[01:01:36] 我觉得是所有人都在让自己的智能去加速这个事情
[01:01:42] 这是我认为最大的一个变化
[01:01:45] 我突然想到PIC去年底的那一期
[01:01:48] 博客里的最后一句话
[01:01:50] 他就说Agent的进化需要所有人参与
[01:01:54] 对
[01:01:55] 现在是让我有这种感觉
[01:01:57] 而且现在其实现在已经是了
[01:01:59] 只是现在唯一没发生的就是我刚刚说的
[01:02:02] Agent跟人怎么更好的更加速
[01:02:06] 因为Agent也要自迭代人也要自迭代
[01:02:09] 通过聊天吧
[01:02:10] 对 聊天是一种
[01:02:11] 然后那会不会有一些更自然的方式
[01:02:14] 你有一些思考吗
[01:02:16] 还是真的能带一个非常好的设备一整天跟着我
[01:02:19] 然后我所有说的话
[01:02:21] 我见过人他都知道
[01:02:23] 我觉得他进化速度应该比我快
[01:02:25] 我自己认为他应该比我快
[01:02:27] 因为他会不会依赖的算力会更多
[01:02:31] 然后他会很快替代我
[01:02:34] 对 而且他不会今天记得明天不记得
[01:02:38] 他是非常稳定的
[01:02:39] 而且他是只有进化的一条曲线
[01:02:41] 而且他乐此不疲
[01:02:43] 他不需要休息
[01:02:45] 他不需要太多的声音
[01:02:46] 那这个说国内的人有我们口口更热情
[01:02:48] 那完全人现在是怎么评价的
[01:02:51] 模型公司的人不是很care这个东西
[01:02:55] 模型公司的人不是很care的事情
[01:02:57] 那真的跟我们蛮不一样
[01:03:01] 他可能觉得这个事情不难
[01:03:03] 嗯 我一开始也觉得这个事情不难
[01:03:06] 然后到后面我就觉得
[01:03:08] 他整个Agent的设计是非常巧妙的
[01:03:11] 我说这个巧妙是指
[01:03:13] 我觉得他弥补了很多模型的问题
[01:03:15] 短板
[01:03:16] 它是怎么精巧巧妙的去构建的
[01:03:19] 这个编排啊
[01:03:20] 我怀疑这个原因是
[01:03:22] 它最开始是基于Cloud上一代模型去做的
[01:03:26] 就Cloud上一代模型
[01:03:27] 4.5哪怕是Ops
[01:03:28] Sunnet其实是不够那么强的
[01:03:31] 所以你就要必须在
[01:03:33] 系统的设计上
[01:03:34] 框架的设计上
[01:03:36] 你要设计得更精细一点
[01:03:39] 去把它这个短板补起来
[01:03:42] 对
[01:03:42] 然后这就导致了
[01:03:45] Ops进步了
[01:03:47] 但是国内的
[01:03:49] 大部分的模型可能刚靠近
[01:03:51] Cloud 4.5
[01:03:52] Sunnet和Ops的水平
[01:03:54] 然后反而
[01:03:56] 这两个在这握手了
[01:03:58] 我觉得是这样一个原因
[01:04:00] 那如果模型能提高的话
[01:04:01] 它这些精巧的编排还需要吗
[01:04:04] 还是需要的
[01:04:05] 就是出于对成本的考量是需要的
[01:04:08] 就是我们永远会去追求一个
[01:04:10] 成本和效率最低的
[01:04:12] 一套方案
[01:04:13] 这个是生产力革命的
[01:04:15] 非常简致的要求
[01:04:18] 所以不可能说我们所有的场景
[01:04:21] 都用最顶尖的模型
[01:04:22] 因为它太贵了
[01:04:25] 所以更有可能是agent在进化
[01:04:27] 模型在进化
[01:04:29] 然后模型进化的方式有可能是
[01:04:31] 同一个水平的模型在越变越小
[01:04:33] 它也是一种进化
[01:04:35] 虽然我们没有在做这样的事情
[01:04:37] 但它确实是一种方式
[01:04:40] 也就是说现在可能激活10币的一个模型
[01:04:43] 可能过一年它就能做到
[01:04:45] 考的4.6ops的水平
[01:04:47] 这个是极大概率会发生
[01:04:49] 那激活10币的模型是很便宜的
[01:04:53] 然后可能一两块钱就能有百万的上下文
[01:04:56] 所以那你为什么不用一个更小的模型
[01:05:00] 它反应速度更快
[01:05:01] 更灵敏
[01:05:02] 基于这套硬件框架
[01:05:03] 还很好用力
[01:05:04] 还可以改这套框架
